phase,api,chaos_method,reconciler,iteration,packet_idx,source_field,drifted_field,chaos_sub_type,reconciliation_status
fast,openf1,schema_alter,levenshtein,1,256,session_time,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,256,fuel_remaining_kg,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,256,driver,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,256,speed_kmh,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,256,tire_age_laps,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,256,ers_deployment_kj,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,256,team_color,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,drs,DRS,key_case_change,SUCCESS
fast,openf1,schema_alter,levenshtein,1,273,rpm,DRS,key_case_change,SUCCESS
fast,openf1,schema_alter,levenshtein,1,273,lap_number,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,throttle,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,lap_time_ms,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,n_gear,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,tire_compound,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,brake,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,driver_number,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,pit_stop_count,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,position,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,team,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,session_time,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,fuel_remaining_kg,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,driver,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,speed_kmh,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,tire_age_laps,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,ers_deployment_kj,,key_case_change,FAILURE
fast,openf1,schema_alter,levenshtein,1,273,team_color,,key_case_change,FAILURE
fast,openf1,json_manip,regex,1,9,lap_number,lap_number,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,throttle,throttle,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,lap_time_ms,lap_time_ms,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,drs,drs,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,n_gear,n_gear,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,rpm,rpm,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,tire_compound,tire_compound,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,brake,brake,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,driver_number,driver_number,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,pit_stop_count,pit_stop_count,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,position,position,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,team,team,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,session_time,lap_time_ms,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,fuel_remaining_kg,fuel_remaining_kg,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,driver,driver_number,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,speed_kmh,speed_kmh_part1,field_split,SUCCESS
fast,openf1,json_manip,regex,1,9,tire_age_laps,tire_age_laps,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,ers_deployment_kj,ers_deployment_kj,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,9,team_color,team,field_split,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,lap_number,lap_number,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,throttle,throttle,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,lap_time_ms,session_time_team,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,drs,drs,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,n_gear,n_gear,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,rpm,rpm,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,tire_compound,tire_compound,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,brake,brake,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,driver_number,driver,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,pit_stop_count,pit_stop_count,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,position,position,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,team,session_time_team,field_join,SUCCESS
fast,openf1,json_manip,regex,1,11,session_time,session_time_team,field_join,SUCCESS
fast,openf1,json_manip,regex,1,11,fuel_remaining_kg,fuel_remaining_kg,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,driver,driver,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,speed_kmh,speed_kmh,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,tire_age_laps,tire_age_laps,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,ers_deployment_kj,ers_deployment_kj,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,11,team_color,team_color,field_join,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,16,lap_number,lap_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,throttle,throttle,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,lap_time_ms,lap_time_ms,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,drs,drs,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,n_gear,n_gear,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,rpm,rpm,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,tire_compound,tire_compound,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,brake,brake,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,driver_number,driver_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,pit_stop_count,pit_stop_count,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,position,position,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,team,team,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,session_time,lap_time_ms,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,fuel_remaining_kg,fuel_remaining_kg,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,driver,driver_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,speed_kmh,speed_kmh,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,tire_age_laps,tire_age_laps,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,ers_deployment_kj,ers_deployment_kj,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,16,team_color,team,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,80,lap_number,lap_number,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,throttle,throttle,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,lap_time_ms,lap_time_ms,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,drs,drs,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,n_gear,n_gear,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,tire_compound,tire_compound,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,brake,brake,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,driver_number,driver,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,pit_stop_count,pit_stop_count,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,position,position,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,team,team_color,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,session_time,lap_time_ms,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,fuel_remaining_kg,fuel_remaining_kg,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,driver,driver,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,speed_kmh,speed_kmh,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,tire_age_laps,tire_age_laps,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,ers_deployment_kj,ers_deployment_kj,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,team_color,team_color,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,80,rpm,,variable_drop,FAILURE
fast,openf1,json_manip,regex,1,126,lap_number,lap_number,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,throttle,throttle,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,lap_time_ms,ers_deployment_kj_lap_time_ms,field_merge_value,SUCCESS
fast,openf1,json_manip,regex,1,126,drs,drs,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,n_gear,n_gear,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,rpm,rpm,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,tire_compound,tire_compound,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,brake,brake,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,driver_number,driver,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,pit_stop_count,pit_stop_count,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,position,position,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,team,team_color,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,session_time,ers_deployment_kj_lap_time_ms,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,fuel_remaining_kg,fuel_remaining_kg,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,driver,driver,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,speed_kmh,speed_kmh,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,tire_age_laps,tire_age_laps,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,126,ers_deployment_kj,ers_deployment_kj_lap_time_ms,field_merge_value,SUCCESS
fast,openf1,json_manip,regex,1,126,team_color,team_color,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,145,lap_number,lap_number,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,throttle,throttle,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,lap_time_ms,lap_time_ms,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,drs,drs,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,n_gear,n_gear,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,rpm,rpm,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,tire_compound,tire_compound,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,brake,brake,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,driver_number,driver_number,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,pit_stop_count,pit_stop_count,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,position,position,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,team,team,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,session_time,lap_time_ms,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,fuel_remaining_kg,fuel_remaining_kg,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,driver,driver_number,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,speed_kmh,speed_kmh,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,tire_age_laps,tire_age_laps,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,ers_deployment_kj,ers_deployment_kj,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,145,team_color,team,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,148,lap_number,lap_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,throttle,throttle,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,lap_time_ms,lap_time_ms,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,drs,drs,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,n_gear,n_gear,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,rpm,rpm,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,tire_compound,tire_compound,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,brake,brake,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,driver_number,driver_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,pit_stop_count,pit_stop_count,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,position,position,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,team,team,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,session_time,lap_time_ms,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,fuel_remaining_kg,fuel_remaining_kg,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,driver,driver_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,speed_kmh,speed_kmh,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,tire_age_laps,tire_age_laps,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,ers_deployment_kj,ers_deployment_kj,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,148,team_color,team,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,190,lap_number,lap_number,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,throttle,throttle,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,lap_time_ms,session_time,variable_drop,SUCCESS
fast,openf1,json_manip,regex,1,190,drs,drs,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,n_gear,n_gear,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,rpm,rpm,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,tire_compound,tire_compound,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,brake,brake,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,driver_number,driver,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,pit_stop_count,pit_stop_count,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,position,position,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,team,team_color,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,session_time,session_time,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,fuel_remaining_kg,fuel_remaining_kg,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,driver,driver,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,speed_kmh,speed_kmh,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,tire_age_laps,tire_age_laps,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,ers_deployment_kj,ers_deployment_kj,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,190,team_color,team_color,variable_drop,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,212,lap_number,lap_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,throttle,throttle,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,lap_time_ms,lap_time_ms,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,drs,drs,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,n_gear,n_gear,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,rpm,rpm,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,tire_compound,tire_compound,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,brake,brake,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,driver_number,driver_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,pit_stop_count,pit_stop_count,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,position,position,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,team,team,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,session_time,lap_time_ms,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,fuel_remaining_kg,fuel_remaining_kg,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,driver,driver_number,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,speed_kmh,speed_kmh,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,tire_age_laps,tire_age_laps,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,ers_deployment_kj,ers_deployment_kj,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,212,team_color,team,null_injection,SUCCESS
fast,openf1,json_manip,regex,1,223,lap_number,lap_number,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,throttle,throttle,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,lap_time_ms,lap_time_ms,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,drs,drs,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,n_gear,n_gear,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,rpm,rpm,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,tire_compound,tire_compound,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,brake,brake,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,driver_number,driver_number,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,pit_stop_count,pit_stop_count,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,position,position,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,team,team,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,session_time,lap_time_ms,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,fuel_remaining_kg,fuel_remaining_kg,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,driver,driver_number,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,speed_kmh,speed_kmh,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,tire_age_laps,tire_age_laps,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,ers_deployment_kj,ers_deployment_kj,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,223,team_color,team,scalar_to_array,SUCCESS
fast,openf1,json_manip,regex,1,232,lap_number,lap_number,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,throttle,throttle,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,lap_time_ms,lap_time_ms,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,drs,drs,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,n_gear,n_gear,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,rpm,rpm_session_time,field_merge_value,SUCCESS
fast,openf1,json_manip,regex,1,232,tire_compound,tire_compound,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,brake,brake,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,driver_number,driver,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,pit_stop_count,pit_stop_count,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,position,position,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,team,team_color,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,session_time,lap_time_ms,field_merge_value,SUCCESS
fast,openf1,json_manip,regex,1,232,fuel_remaining_kg,fuel_remaining_kg,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,driver,driver,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,speed_kmh,speed_kmh,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,tire_age_laps,tire_age_laps,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,ers_deployment_kj,ers_deployment_kj,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,232,team_color,team_color,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,lap_number,lap_number,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,throttle,throttle,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,lap_time_ms,lap_time_ms,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,drs,drs,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,n_gear,n_gear,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,rpm,rpm,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,tire_compound,tire_compound,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,brake,brake,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,driver_number,driver_number,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,pit_stop_count,pit_stop_count,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,position,position,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,team,team_color,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,session_time,lap_time_ms,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,fuel_remaining_kg,fuel_remaining_kg,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,driver,driver_number,field_merge_value,SUCCESS
fast,openf1,json_manip,regex,1,276,speed_kmh,speed_kmh,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,tire_age_laps,tire_age_laps,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,276,ers_deployment_kj,driver_ers_deployment_kj,field_merge_value,SUCCESS
fast,openf1,json_manip,regex,1,276,team_color,team_color,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,280,lap_number,lap_number,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,280,throttle,throttle,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,280,lap_time_ms,lap_time_ms,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,280,drs,drs,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,280,n_gear,n_gear,field_merge_value,FALSE_POSITIVE
fast,openf1,json_manip,regex,1,280,rpm,rpm,field_merge_value,FALSE_POSITIVE
