phase,api,chaos_method,reconciler,iteration,packet_idx,source_field,drifted_field,chaos_sub_type,reconciliation_status
fast,finnhub,schema_alter,regex,1,331,change,PERCENT_CHANGE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,beta,BETA,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,sector,SECTOR,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,dividend_yield,DIVIDEND_YIELD,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,52w_low,LOW,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,current_price,CURRENT_PRICE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,high,HIGH,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,open,OPEN,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,timestamp,TIMESTAMP,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,symbol,SYMBOL,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,previous_close,PREVIOUS_CLOSE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,volume,VOLUME,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,low,LOW,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,percent_change,PERCENT_CHANGE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,52w_high,HIGH,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,market_cap,MARKET_CAP,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,331,avg_volume,VOLUME,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,industry,INDUSTRY,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,pe_ratio,PE_RATIO,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,change,PERCENT_CHANGE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,beta,BETA,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,sector,SECTOR,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,dividend_yield,DIVIDEND_YIELD,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,52w_low,LOW,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,current_price,CURRENT_PRICE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,high,HIGH,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,open,OPEN,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,timestamp,TIMESTAMP,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,symbol,SYMBOL,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,previous_close,PREVIOUS_CLOSE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,volume,VOLUME,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,low,LOW,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,percent_change,PERCENT_CHANGE,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,52w_high,HIGH,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,market_cap,MARKET_CAP,key_case_change,SUCCESS
fast,finnhub,schema_alter,regex,1,367,avg_volume,VOLUME,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,driver_number,DRIVER_NUMBER,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,pit_stop_count,PIT_STOP_COUNT,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,lap_number,LAP_NUMBER,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,driver,DRIVER_NUMBER,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,ers_deployment_kj,ERS_DEPLOYMENT_KJ,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,tire_compound,TIRE_COMPOUND,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,team,TEAM,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,speed_kmh,SPEED_KMH,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,team_color,TEAM,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,rpm,RPM,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,tire_age_laps,TIRE_AGE_LAPS,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,throttle,THROTTLE,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,fuel_remaining_kg,FUEL_REMAINING_KG,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,n_gear,N_GEAR,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,brake,BRAKE,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,drs,DRS,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,position,POSITION,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,session_time,LAP_TIME_MS,key_case_change,SUCCESS
fast,openf1,schema_alter,regex,1,459,lap_time_ms,LAP_TIME_MS,key_case_change,SUCCESS
fast,openweather,schema_alter,levenshtein,1,264,lat,LAT,key_case_change,SUCCESS
fast,openweather,schema_alter,levenshtein,1,264,lon,LAT,key_case_change,SUCCESS
fast,openweather,schema_alter,levenshtein,1,264,clouds_percent,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,feels_like_c,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,weather_main,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,dew_point_c,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,snow_1h_mm,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,temperature_c,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,pressure_hpa,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,sunset_ts,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,city,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,wind_chill_c,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,wind_speed_ms,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,rain_1h_mm,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,wind_degrees,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,weather_description,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,timezone,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,visibility_m,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,heat_index_c,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,humidity_percent,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,wind_gust_ms,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,cloud_percent,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,sunrise_ts,,key_case_change,FAILURE
fast,openweather,schema_alter,levenshtein,1,264,weather_icon,,key_case_change,FAILURE
fast,openweather,schema_alter,regex,1,264,clouds_percent,CLOUDS_PERCENT,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,feels_like_c,FEELS_LIKE_C,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,lat,LAT,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,weather_main,WEATHER_MAIN,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,dew_point_c,DEW_POINT_C,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,snow_1h_mm,SNOW_1H_MM,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,temperature_c,TEMPERATURE_C,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,pressure_hpa,PRESSURE_HPA,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,sunset_ts,TIMEZONE,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,city,CITY,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,wind_chill_c,WIND_CHILL_C,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,wind_speed_ms,WIND_SPEED_MS,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,rain_1h_mm,RAIN_1H_MM,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,wind_degrees,WIND_DEGREES,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,weather_description,WEATHER_DESCRIPTION,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,timezone,TIMEZONE,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,lon,LON,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,visibility_m,VISIBILITY_M,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,heat_index_c,HEAT_INDEX_C,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,humidity_percent,HUMIDITY_PERCENT,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,wind_gust_ms,WIND_GUST_MS,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,cloud_percent,CLOUD_PERCENT,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,sunrise_ts,TIMEZONE,key_case_change,SUCCESS
fast,openweather,schema_alter,regex,1,264,weather_icon,WEATHER_ICON,key_case_change,SUCCESS
bert,finnhub,schema_alter,bert,1,144,symbol,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,current_price,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,change,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,percent_change,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,high,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,low,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,open,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,previous_close,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,timestamp,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,market_cap,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,volume,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,avg_volume,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,pe_ratio,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,dividend_yield,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,beta,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,52w_high,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,52w_low,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,sector,,key_case_change,FAILURE
bert,finnhub,schema_alter,bert,1,144,industry,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,driver,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,driver_number,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,team,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,team_color,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,position,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,lap_number,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,lap_time_ms,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,pit_stop_count,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,tire_compound,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,tire_age_laps,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,speed_kmh,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,throttle,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,brake,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,n_gear,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,rpm,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,drs,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,ers_deployment_kj,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,fuel_remaining_kg,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,246,session_time,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,driver,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,driver_number,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,team,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,team_color,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,position,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,lap_number,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,lap_time_ms,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,pit_stop_count,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,tire_compound,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,tire_age_laps,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,speed_kmh,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,throttle,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,brake,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,n_gear,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,rpm,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,drs,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,ers_deployment_kj,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,fuel_remaining_kg,,key_case_change,FAILURE
bert,openf1,schema_alter,bert,1,269,session_time,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,mission_name,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,launch_date_utc,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,rocket_id,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,launch_success,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,upcoming,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,static_fire_date_utc,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,net_duration,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,window_start,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,window_end,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,failure_reasons,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,payload_count,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,payload_ids,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,payload_mass_kg,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,payload_type,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,crew_count,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,launch_site,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,auto_payload,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,tbd,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,gridfins,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,legs,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,reused,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,fairings_reused,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,fairings_recovery_attempt,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,cores_reused,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,capsules,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,flight_number,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,81,ships_failure_count,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,mission_name,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,launch_date_utc,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,rocket_id,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,launch_success,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,upcoming,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,static_fire_date_utc,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,net_duration,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,window_start,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,window_end,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,failure_count,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,failure_reasons,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,payload_count,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,payload_ids,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,payload_mass_kg,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,payload_type,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,crew_count,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,launch_site,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,auto_payload,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,tbd,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,gridfins,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,legs,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,reused,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,fairings_reused,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,fairings_recovery_attempt,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,cores_reused,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,ships,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,capsules,,key_case_change,FAILURE
bert,spacex,schema_alter,bert,1,119,flight_number,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,city,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,lat,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,lon,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,temperature_c,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,feels_like_c,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,humidity_percent,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,pressure_hpa,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,wind_speed_ms,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,wind_degrees,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,wind_gust_ms,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,cloud_percent,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,weather_main,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,weather_description,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,weather_icon,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,visibility_m,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,rain_1h_mm,,key_case_change,FAILURE
bert,openweather,schema_alter,bert,1,279,snow_1h_mm,,key_case_change,FAILURE
