packet_id,api_source,chaos_method,x0_field_count,x1_nesting_depth,x2_numeric_ratio,x3_string_ratio,x4_fields_added,x5_fields_removed,x6_key_edit_dist_mean,x7_has_type_changes,x8_has_structural_changes,x9_source_encoded
pkt_33,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.314159,0.0,0.0,0.314159
pkt_34,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_35,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_36,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_37,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.314159,0.0,0.0,0.314159
pkt_38,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_39,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_40,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,3.141593,0.314159
pkt_41,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_42,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_43,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_44,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_45,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_46,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_47,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_48,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_49,openf1,qwen,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_50,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.251327,0.0,0.0,0.314159
pkt_51,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_52,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.062832,0.0,0.0,0.314159
pkt_53,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.188496,0.0,0.0,0.314159
pkt_54,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_55,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_56,openf1,qwen,0.628319,0.628319,2.827433,0.314159,2.827433,2.827433,1.633628,0.0,0.0,0.314159
pkt_57,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_58,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_59,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_60,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_61,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_62,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_63,openf1,qwen,0.628319,0.628319,2.827433,0.314159,1.884956,1.884956,0.722566,0.0,0.0,0.314159
pkt_64,openf1,qwen,0.628319,0.628319,2.827433,0.314159,1.884956,1.884956,0.565487,0.0,0.0,0.314159
pkt_65,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.062832,0.0,0.0,0.314159
pkt_66,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_67,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_68,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.314159,0.0,0.0,0.314159
pkt_69,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_70,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_71,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_72,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.062832,0.0,0.0,0.314159
pkt_73,openf1,qwen,0.628319,0.628319,2.827433,0.314159,2.827433,2.827433,1.633628,0.0,0.0,0.314159
pkt_74,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.251327,0.0,0.0,0.314159
pkt_75,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_76,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.094248,0.0,0.0,0.314159
pkt_77,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.15708,0.0,0.0,0.314159
pkt_78,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_79,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_80,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.15708,0.0,0.0,0.314159
pkt_81,openf1,qwen,0.628319,0.628319,2.827433,0.314159,2.827433,2.827433,1.633628,0.0,0.0,0.314159
pkt_82,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_83,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_84,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_85,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_86,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.062832,0.0,0.0,0.314159
pkt_87,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.188496,0.0,0.0,0.314159
pkt_88,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_89,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.15708,0.0,3.141593,0.314159
pkt_90,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_91,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_92,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_93,openf1,qwen,0.628319,0.628319,2.827433,0.314159,1.256637,1.256637,0.659734,0.0,0.0,0.314159
pkt_94,openf1,qwen,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_95,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.094248,0.0,0.0,0.314159
pkt_96,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_97,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_98,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_99,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_100,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_101,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_102,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_103,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_104,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_105,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_106,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.345575,0.0,0.0,0.314159
pkt_107,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_108,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_109,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_110,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_111,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_112,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.094248,0.0,0.0,0.314159
pkt_113,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_114,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_115,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_116,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_117,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_118,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_119,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_120,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_121,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.062832,0.0,0.0,0.314159
pkt_122,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_123,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.188496,0.0,0.0,0.314159
pkt_124,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_125,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.062832,0.0,0.0,0.314159
pkt_126,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_127,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,3.141593,0.314159
pkt_128,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.188496,0.0,0.0,0.314159
pkt_129,openf1,qwen,0.628319,0.628319,2.827433,0.314159,2.827433,2.827433,1.633628,0.0,0.0,0.314159
pkt_130,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.345575,0.0,0.0,0.314159
pkt_131,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_132,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_133,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.188496,0.0,0.0,0.314159
pkt_134,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_135,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.094248,0.0,0.0,0.314159
pkt_136,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_137,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.062832,0.0,0.0,0.314159
pkt_138,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_139,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_140,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_141,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_142,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_143,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_144,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.314159,0.0,0.0,0.314159
pkt_145,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_146,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_147,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_148,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_149,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_150,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_151,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.188496,0.0,0.0,0.314159
pkt_152,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_153,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.062832,0.0,0.0,0.314159
pkt_154,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_155,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_156,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_157,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_158,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_159,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.062832,0.0,0.0,0.314159
pkt_160,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_161,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_162,openf1,qwen,0.628319,0.628319,2.827433,0.314159,1.256637,1.256637,0.282743,0.0,0.0,0.314159
pkt_163,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_164,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_165,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_166,openf1,qwen,0.628319,0.628319,2.827433,0.314159,2.827433,2.827433,1.633628,0.0,0.0,0.314159
pkt_167,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.094248,0.0,0.0,0.314159
pkt_168,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_169,openf1,qwen,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_170,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_171,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.15708,0.0,0.0,0.314159
pkt_172,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_173,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_174,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.15708,0.0,0.0,0.314159
pkt_175,openf1,qwen,0.628319,0.628319,2.827433,0.314159,2.827433,2.827433,1.633628,0.0,0.0,0.314159
pkt_176,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.094248,0.0,0.0,0.314159
pkt_177,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_178,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_179,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_180,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_181,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_182,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.094248,0.0,0.0,0.314159
pkt_183,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_184,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_185,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,3.141593,0.314159
pkt_186,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.314159,0.125664,0.0,0.0,0.314159
pkt_187,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_188,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_189,openf1,qwen,0.628319,0.628319,2.827433,0.314159,2.827433,2.827433,1.633628,0.0,0.0,0.314159
pkt_190,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.094248,0.0,0.0,0.314159
pkt_191,openf1,qwen,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_192,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_193,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.188496,0.0,0.0,0.314159
pkt_194,openf1,qwen,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_195,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.094248,0.0,0.0,0.314159
pkt_196,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_197,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.188496,0.0,3.141593,0.314159
pkt_198,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_199,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.0,0.0,0.0,0.0,0.314159
pkt_200,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_201,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.094248,0.0,0.0,0.314159
pkt_202,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.314159,0.188496,0.0,0.0,0.314159
pkt_203,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
pkt_204,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.188496,0.0,0.0,0.314159
pkt_205,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_206,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_207,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.094248,0.0,0.0,0.314159
pkt_208,openf1,qwen,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_209,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_210,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_211,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.251327,0.0,3.141593,0.314159
pkt_212,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.628319,0.314159,0.062832,0.0,0.0,0.314159
pkt_213,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,3.141593,3.141593,1.85354,0.0,0.0,0.314159
pkt_214,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_215,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_216,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.0,0.0,0.0,3.141593,0.0,0.314159
pkt_217,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_218,openf1,qwen,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.219911,0.0,0.0,0.314159
pkt_219,openf1,json_manip,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.15708,0.0,0.0,0.314159
pkt_220,openf1,schema_alter,0.628319,0.628319,2.827433,0.314159,0.314159,0.628319,0.439823,0.0,3.141593,0.314159
