phase,api,chaos_method,reconciler,iteration,packet_idx,source_field,drifted_field,chaos_sub_type,reconciliation_status,quantum_routed
quantum,openf1,schema_alter,bert,1,112,tire_age_laps,TIRE_AGE_LAPS,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,speed_kmh,SPEED_KMH,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,throttle,THROTTLE,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,brake,BRAKE,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,n_gear,N_GEAR,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,rpm,RPM,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,drs,DRS,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,ers_deployment_kj,ERS_DEPLOYMENT_KJ,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,fuel_remaining_kg,FUEL_REMAINING_KG,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,112,session_time,SESSION_TIME,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,136,team,team,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,team_color,team_color,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,position,position,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,lap_number,lap_number,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,lap_time_ms,lap_time_ms,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,pit_stop_count,pit_stop_count,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,tire_compound,tire_compound,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,tire_age_laps,tire_age_laps,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,speed_kmh,speed_kmh,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,throttle,throttle,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,brake,brake,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,n_gear,n_gear,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,rpm,rpm,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,drs,drs,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,ers_deployment_kj,ers_deployment_kj,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,fuel_remaining_kg,fuel_remaining_kg,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,session_time,session_time,nesting_deepen,FALSE_POSITIVE,True
quantum,openf1,schema_alter,bert,1,136,driver,,nesting_deepen,FAILURE,True
quantum,openf1,schema_alter,bert,1,136,driver_number,,nesting_deepen,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,217,speed_kmh,speed_kmh,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,lap_time_ms,lap_time_ms,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,brake,brake,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,drs,drs,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,tire_compound,tire_compound,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,team,team,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,pit_stop_count,pit_stop_count,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,tire_age_laps,tire_age_laps,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,driver_number,driver_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,rpm,rpm,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,team_color,team_color,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,driver,driver,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,position,position,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,ers_deployment_kj,ers_deployment_kj,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,n_gear,n_gear,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,session_time,session_time,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,throttle,throttle,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,fuel_remaining_kg,fuel_remaining_kg,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,217,lap_number,lap_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,235,drs,RPM,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,235,rpm,RPM,key_case_change,SUCCESS,True
quantum,openf1,schema_alter,levenshtein,1,235,speed_kmh,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,lap_time_ms,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,brake,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,tire_compound,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,team,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,pit_stop_count,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,tire_age_laps,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,driver_number,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,team_color,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,driver,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,position,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,ers_deployment_kj,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,n_gear,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,session_time,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,throttle,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,fuel_remaining_kg,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,levenshtein,1,235,lap_number,,key_case_change,FAILURE,True
quantum,openf1,schema_alter,regex,1,260,speed_kmh,speed_kmh,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,lap_time_ms,lap_time_ms,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,brake,brake,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,drs,drs,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,tire_compound,tire_compound,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,team,team,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,pit_stop_count,pit_stop_count,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,tire_age_laps,tire_age_laps,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,driver_number,driver_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,rpm,rpm,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,team_color,team,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,driver,driver_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,position,position,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,ers_deployment_kj,ers_deployment_kj,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,n_gear,n_gear,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,session_time,lap_time_ms,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,throttle,throttle,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,fuel_remaining_kg,fuel_remaining_kg,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,260,lap_number,lap_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,speed_kmh,speed_kmh,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,lap_time_ms,lap_time_ms,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,brake,brake,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,drs,drs,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,tire_compound,tire_compound,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,team,team,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,pit_stop_count,pit_stop_count,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,tire_age_laps,tire_age_laps,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,driver_number,driver_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,rpm,rpm,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,team_color,team,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,driver,driver_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,position,position,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,ers_deployment_kj,ers_deployment_kj,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,n_gear,n_gear,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,session_time,lap_time_ms,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,throttle,throttle,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,fuel_remaining_kg,fuel_remaining_kg,type_change,SUCCESS,True
quantum,openf1,schema_alter,regex,1,419,lap_number,lap_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,driver,driver,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,driver_number,driver_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,team,team,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,team_color,team_color,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,position,position,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,lap_number,lap_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,lap_time_ms,lap_time_ms,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,pit_stop_count,pit_stop_count,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,tire_compound,tire_compound,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,tire_age_laps,tire_age_laps,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,speed_kmh,speed_kmh,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,throttle,throttle,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,brake,brake,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,n_gear,n_gear,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,rpm,rpm,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,drs,drs,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,ers_deployment_kj,ers_deployment_kj,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,fuel_remaining_kg,fuel_remaining_kg,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,484,session_time,session_time,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,driver,driver,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,driver_number,driver_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,team,team,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,team_color,team_color,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,position,position,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,lap_number,lap_number,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,lap_time_ms,lap_time_ms,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,pit_stop_count,pit_stop_count,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,tire_compound,tire_compound,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,tire_age_laps,tire_age_laps,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,speed_kmh,speed_kmh,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,throttle,throttle,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,brake,brake,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,n_gear,n_gear,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,rpm,rpm,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,drs,drs,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,ers_deployment_kj,ers_deployment_kj,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,fuel_remaining_kg,fuel_remaining_kg,type_change,SUCCESS,True
quantum,openf1,schema_alter,bert,1,491,session_time,session_time,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,38,avg_volume,avg_volume,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,sector,sector,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,low,low,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,current_price,current_price,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,percent_change,percent_change,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,open,open,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,beta,beta,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,pe_ratio,pe_ratio,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,change,change,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,high,high,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,symbol,symbol,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,volume,volume,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,market_cap,market_cap,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,52w_high,52w_high,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,industry,industry,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,previous_close,previous_close,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,dividend_yield,dividend_yield,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,52w_low,52w_low,translation,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,38,timestamp,,translation,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,95,avg_volume,avg_volume,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,sector,sector,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,timestamp,timestamp,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,low,low,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,current_price,current_price,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,percent_change,percent_change,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,open,open,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,beta,beta,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,pe_ratio,pe_ratio,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,change,change,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,high,high,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,symbol,symbol,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,volume,volume,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,market_cap,market_cap,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,52w_high,52w_high,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,industry,industry,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,previous_close,previous_close,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,dividend_yield,dividend_yield,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,95,52w_low,52w_low,type_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,108,avg_volume,avg_volume,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,sector,sector,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,timestamp,timestamp,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,low,low,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,percent_change,percent_change,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,open,open,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,beta,beta,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,pe_ratio,pe_ratio,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,change,change,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,high,high,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,volume,volume,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,market_cap,market_cap,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,52w_high,52w_high,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,industry,industry,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,previous_close,previous_close,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,dividend_yield,dividend_yield,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,52w_low,52w_low,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,levenshtein,1,108,current_price,,nesting_deepen,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,108,symbol,,nesting_deepen,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,low,LOW,key_case_change,SUCCESS,True
quantum,finnhub,schema_alter,levenshtein,1,111,avg_volume,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,sector,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,timestamp,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,current_price,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,percent_change,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,open,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,beta,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,pe_ratio,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,change,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,high,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,symbol,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,volume,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,market_cap,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,52w_high,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,industry,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,previous_close,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,dividend_yield,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,levenshtein,1,111,52w_low,,key_case_change,FAILURE,True
quantum,finnhub,schema_alter,bert,1,120,change,change,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,percent_change,percent_change,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,high,high,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,low,low,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,open,open,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,previous_close,previous_close,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,timestamp,timestamp,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,market_cap,market_cap,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,volume,volume,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,avg_volume,avg_volume,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,pe_ratio,pe_ratio,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,dividend_yield,dividend_yield,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,beta,beta,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,52w_high,52w_high,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,52w_low,52w_low,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,sector,sector,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,industry,industry,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,120,symbol,,nesting_deepen,FAILURE,True
quantum,finnhub,schema_alter,bert,1,120,current_price,,nesting_deepen,FAILURE,True
quantum,finnhub,schema_alter,bert,1,133,change,change,nesting_deepen,FALSE_POSITIVE,True
quantum,finnhub,schema_alter,bert,1,133,percent_change,percent_change,nesting_deepen,FALSE_POSITIVE,True
